id,Education_Level,Age_Group,Gender,Race,Offense_Type,Criminal_History_Category,Sentence_Length_months,Probation,Below_Guideline,Trial
16028,High School,55+,M,Hispanic,Fraud,I,82,0,0,0
16029,High School,45-54,F,Hispanic,Immigration,VI,66,0,1,0
16030,Less than HS,≤34,M,Black,Robbery,III,78,0,1,0
16031,Undergraduate Degree,45-54,M,Hispanic,Child Pornography,I,39,0,1,0
16032,Some College,55+,M,Hispanic,Immigration,I,17,1,0,0
16033,High School,45-54,M,White,Immigration,V,81,1,1,0
16034,Undergraduate Degree,≤34,F,White,Fraud,I,57,0,1,0
16035,Less than HS,35-44,M,White,Drug Trafficking,I,52,0,1,0
16036,High School,55+,M,White,Firearms,I,61,0,0,0
16037,Less than HS,≤34,M,Hispanic,Fraud,I,67,0,1,0
16038,High School,55+,M,Hispanic,Immigration,IV,74,1,1,0
16039,Less than HS,≤34,F,Hispanic,Drug Trafficking,VI,65,0,0,0
16040,Some College,≤34,M,Other,Child Pornography,I,57,0,0,0
16041,Less than HS,≤34,M,Black,Robbery,III,55,0,1,0
16042,High School,45-54,M,Other,Immigration,VI,53,0,0,0
16043,High School,45-54,M,Hispanic,Drug Trafficking,V,87,0,1,0
16044,Less than HS,≤34,F,Black,Drug Trafficking,VI,55,0,0,0
16045,Less than HS,35-44,M,Hispanic,Immigration,IV,43,0,1,0
16046,Less than HS,≤34,M,Black,Robbery,III,47,0,0,0
16047,Some College,≤34,M,White,Child Pornography,IV,29,0,0,0
16048,High School,55+,M,Other,Drug Trafficking,I,73,0,1,0
16049,Undergraduate Degree,55+,M,Black,Sexual Abuse,I,47,0,1,0
16050,Some College,45-54,M,Hispanic,Fraud,III,61,0,0,0
16051,High School,≤34,M,Hispanic,Fraud,I,64,1,1,0
16052,High School,45-54,F,Hispanic,Drug Trafficking,IV,71,0,0,0
16053,Some College,≤34,M,Other,Child Pornography,III,68,0,0,0
16054,High School,35-44,M,Other,Immigration,I,77,0,0,0
16055,High School,55+,M,White,Immigration,I,75,0,1,0
16056,High School,≤34,M,Black,Drug Trafficking,I,79,1,1,0
16057,High School,35-44,F,Hispanic,Immigration,III,72,0,1,0
16058,Graduate Degree,45-54,M,Black,Child Pornography,I,39,0,1,0
16059,Some College,≤34,M,Hispanic,Immigration,II,33,0,0,0
16060,High School,55+,M,Other,Drug Trafficking,I,42,0,0,0
16061,High School,55+,F,Black,Drug Trafficking,I,81,1,1,0
16062,Graduate Degree,55+,M,Black,Drug Trafficking,I,39,1,1,0
16063,Less than HS,55+,M,White,Drug Trafficking,IV,40,0,0,0
16064,Undergraduate Degree,≤34,M,White,Child Pornography,V,52,0,0,0
16065,High School,55+,M,Hispanic,Drug Trafficking,V,68,0,1,0
16066,High School,55+,M,Black,Fraud,I,57,0,1,0
16067,High School,≤34,F,Hispanic,Immigration,V,93,0,0,0
16068,Less than HS,≤34,F,Black,Firearms,IV,52,0,1,0
16069,Less than HS,≤34,M,White,Firearms,III,88,0,0,0
16070,Less than HS,≤34,M,Black,Firearms,V,40,0,0,0
16071,Some College,35-44,M,Black,Firearms,II,58,0,0,0
16072,Undergraduate Degree,55+,M,Other,Money Laundering,I,67,0,0,1
16073,High School,35-44,M,Hispanic,Immigration,I,55,0,1,0
16074,High School,35-44,M,Hispanic,Drug Trafficking,I,77,0,0,0
16075,High School,55+,F,White,Drug Trafficking,VI,73,0,1,0
16076,Undergraduate Degree,35-44,M,White,Money Laundering,IV,43,0,1,0
16077,Some College,45-54,M,White,Child Pornography,I,55,0,0,0
16078,Less than HS,≤34,M,Black,Robbery,III,58,0,0,0
16079,Less than HS,35-44,M,Hispanic,Drug Trafficking,VI,57,1,1,0
16080,High School,45-54,M,Black,Fraud,I,78,1,0,0
16081,Some College,55+,M,Hispanic,Firearms,I,28,0,0,0
16082,Less than HS,≤34,F,Hispanic,Firearms,III,74,0,0,0
16083,Some College,35-44,M,Black,Immigration,IV,48,0,1,0
16084,Graduate Degree,35-44,M,White,Money Laundering,I,16,1,1,0
16085,High School,≤34,M,White,Firearms,V,54,0,1,0
16086,High School,45-54,M,White,Drug Trafficking,I,57,0,1,0
16087,Graduate Degree,45-54,M,White,Drug Trafficking,I,47,1,1,0
16088,High School,35-44,M,Black,Drug Trafficking,V,62,0,1,0
16089,Less than HS,≤34,M,Black,Firearms,VI,66,0,1,0
16090,High School,55+,M,White,Immigration,III,84,0,1,0
16091,High School,55+,M,Black,Immigration,I,43,0,1,0
16092,Less than HS,≤34,M,White,Drug Trafficking,I,51,0,1,0
16093,High School,≤34,M,Black,Immigration,VI,61,0,1,0
16094,High School,45-54,M,Other,Firearms,I,48,0,1,0
16095,Less than HS,≤34,M,Hispanic,Fraud,II,59,0,1,0
16096,Less than HS,≤34,M,Other,Drug Trafficking,III,63,0,1,0
16097,Graduate Degree,35-44,M,White,Drug Trafficking,I,65,0,0,1
16098,High School,55+,M,Hispanic,Immigration,I,79,1,1,0
16099,High School,55+,M,Other,Drug Trafficking,I,97,0,1,0
16100,High School,55+,M,Black,Fraud,I,85,0,1,0
16101,Undergraduate Degree,45-54,M,Black,Drug Trafficking,I,31,0,0,0
16102,High School,≤34,M,Black,Drug Trafficking,I,90,0,0,0
16103,Undergraduate Degree,35-44,M,Black,Money Laundering,V,47,0,1,0
16104,Some College,35-44,F,Hispanic,Child Pornography,II,41,0,0,0
16105,High School,≤34,F,Black,Immigration,II,79,0,1,0
16106,High School,45-54,M,Black,Firearms,I,78,0,1,0
16107,Some College,45-54,M,Other,Fraud,VI,54,0,0,0
16108,Some College,35-44,M,White,Immigration,IV,38,0,1,0
16109,Less than HS,≤34,F,Black,Drug Trafficking,VI,84,0,1,0
16110,Undergraduate Degree,35-44,F,Black,Sexual Abuse,I,56,0,1,0
16111,High School,45-54,M,Black,Drug Trafficking,V,78,0,0,0
16112,High School,45-54,M,Hispanic,Drug Trafficking,V,73,0,1,0
16113,High School,≤34,F,White,Drug Trafficking,I,76,0,1,0
16114,Less than HS,≤34,M,Black,Fraud,I,49,0,0,0
16115,High School,≤34,M,Other,Fraud,V,63,0,1,0
16116,High School,55+,M,White,Fraud,I,63,0,1,0
16117,Less than HS,≤34,M,Black,Drug Trafficking,VI,96,0,0,0
16118,Less than HS,55+,M,Other,Firearms,II,48,0,0,0
16119,Undergraduate Degree,45-54,F,Other,Money Laundering,I,17,0,1,0
16120,Less than HS,≤34,M,Hispanic,Fraud,IV,37,0,0,0
16121,Undergraduate Degree,35-44,M,Black,Money Laundering,I,38,0,1,0
16122,Less than HS,35-44,M,Hispanic,Firearms,VI,48,0,0,0
16123,High School,35-44,M,White,Fraud,I,64,0,1,0
16124,High School,≤34,F,Hispanic,Drug Trafficking,I,79,0,0,0
16125,Some College,35-44,M,White,Drug Trafficking,I,44,0,0,0
16126,High School,45-54,M,White,Immigration,IV,86,0,0,0
16127,Less than HS,45-54,M,Hispanic,Fraud,I,47,0,0,0
16128,Less than HS,≤34,M,Hispanic,Immigration,I,44,0,1,0
16129,Some College,55+,M,Other,Drug Trafficking,III,66,0,0,0
16130,Some College,45-54,M,Hispanic,Fraud,VI,32,0,0,0
16131,High School,35-44,F,White,Immigration,IV,43,0,0,0
16132,High School,35-44,M,White,Immigration,IV,95,0,0,0
16133,High School,35-44,F,White,Firearms,I,73,0,1,0
16134,Undergraduate Degree,55+,M,Black,Child Pornography,I,57,0,0,0
16135,Less than HS,35-44,M,Black,Drug Trafficking,VI,51,0,0,0
16136,Undergraduate Degree,45-54,M,White,Child Pornography,I,33,0,1,0
16137,High School,55+,M,White,Immigration,V,54,0,1,0
16138,Some College,≤34,M,Other,Child Pornography,I,58,0,0,0
16139,Undergraduate Degree,55+,M,White,Sexual Abuse,I,48,0,1,0
16140,High School,≤34,M,Other,Drug Trafficking,II,52,0,0,0
16141,Less than HS,≤34,M,White,Immigration,II,29,0,1,0
16142,Some College,35-44,F,Other,Drug Trafficking,VI,38,0,1,0
16143,Undergraduate Degree,55+,M,White,Child Pornography,I,55,1,0,0
16144,High School,≤34,M,Other,Drug Trafficking,III,58,0,0,0
16145,High School,55+,M,Black,Immigration,I,86,0,1,0
16146,High School,≤34,M,White,Drug Trafficking,I,68,0,0,0
16147,Some College,≤34,M,Black,Child Pornography,VI,30,0,1,0
16148,High School,45-54,M,White,Immigration,III,77,0,1,0
16149,High School,35-44,F,Other,Immigration,I,41,0,1,0
16150,Less than HS,≤34,F,Black,Robbery,I,15,0,1,0
16151,High School,55+,M,White,Fraud,I,62,0,1,0
16152,High School,55+,M,Hispanic,Fraud,V,57,0,0,0
16153,Some College,35-44,M,Black,Child Pornography,I,59,0,1,0
16154,Graduate Degree,35-44,M,Other,Tax,I,41,0,1,0
16155,High School,45-54,M,Other,Immigration,I,84,0,1,0
16156,High School,45-54,M,Other,Fraud,II,84,0,0,0
16157,High School,45-54,M,Black,Fraud,VI,75,0,1,0
16158,Graduate Degree,55+,M,Other,Money Laundering,I,51,0,0,0
16159,Some College,≤34,M,Black,Fraud,I,63,0,1,0
16160,Less than HS,≤34,M,White,Fraud,III,80,0,0,0
16161,Some College,45-54,F,Hispanic,Firearms,V,50,0,0,0
16162,Some College,≤34,M,Other,Immigration,VI,56,0,1,0
16163,Less than HS,55+,M,Black,Drug Trafficking,I,59,0,1,0
16164,High School,35-44,M,Hispanic,Drug Trafficking,IV,58,0,0,0
16165,Undergraduate Degree,45-54,M,Hispanic,Money Laundering,I,47,0,0,0
16166,Some College,55+,M,White,Immigration,I,36,0,1,0
16167,High School,35-44,M,Other,Fraud,III,44,0,1,0
16168,Less than HS,35-44,F,White,Fraud,VI,62,0,1,0
16169,Some College,45-54,M,Hispanic,Firearms,III,46,0,1,0
16170,High School,≤34,M,Hispanic,Firearms,I,83,0,1,0
16171,High School,55+,M,Hispanic,Fraud,V,64,0,1,0
16172,Less than HS,35-44,M,Black,Firearms,I,85,0,0,0
16173,Less than HS,35-44,M,Black,Firearms,VI,74,0,1,0
16174,High School,45-54,M,White,Fraud,II,57,0,0,0
16175,Less than HS,45-54,F,Black,Robbery,VI,87,0,1,0
16176,Less than HS,55+,M,Hispanic,Drug Trafficking,I,69,0,0,0
16177,High School,≤34,M,Hispanic,Immigration,I,67,0,0,0
16178,High School,≤34,F,Black,Immigration,I,97,0,0,0
16179,Undergraduate Degree,55+,M,Hispanic,Fraud,I,47,0,1,0
16180,Less than HS,≤34,M,Hispanic,Drug Trafficking,II,36,0,1,0
16181,Less than HS,≤34,M,Black,Robbery,I,36,0,0,0
16182,High School,55+,M,Black,Drug Trafficking,II,73,0,1,1
16183,High School,≤34,M,Hispanic,Immigration,II,82,0,1,0
16184,High School,≤34,M,Hispanic,Fraud,V,64,0,0,0
16185,Some College,45-54,M,White,Fraud,I,49,0,0,0
16186,Less than HS,45-54,M,White,Firearms,I,25,0,0,0
16187,Less than HS,≤34,F,White,Fraud,II,49,0,1,0
16188,High School,55+,F,Hispanic,Firearms,I,59,0,1,0
16189,High School,55+,M,Black,Firearms,VI,72,1,0,0
16190,High School,35-44,M,White,Fraud,V,75,0,1,0
16191,High School,35-44,M,Hispanic,Firearms,I,75,0,1,0
16192,Less than HS,35-44,M,White,Firearms,II,50,0,1,0
16193,Undergraduate Degree,≤34,M,Other,Sexual Abuse,I,71,0,0,0
16194,Undergraduate Degree,35-44,M,White,Drug Trafficking,IV,53,0,1,0
16195,High School,45-54,M,White,Firearms,IV,62,0,0,0
16196,Some College,≤34,F,White,Child Pornography,IV,41,0,0,0
16197,Undergraduate Degree,45-54,M,Black,Drug Trafficking,I,36,0,1,0
16198,Undergraduate Degree,35-44,M,Black,Tax,V,63,0,1,0
16199,High School,45-54,F,White,Firearms,I,55,0,0,0
16200,Less than HS,35-44,F,Hispanic,Immigration,II,65,0,1,1
16201,Less than HS,35-44,M,Black,Drug Trafficking,VI,45,0,0,0
16202,High School,55+,F,Black,Immigration,V,84,0,1,0
16203,Some College,55+,M,White,Firearms,III,40,0,1,0
16204,High School,55+,M,White,Immigration,II,81,0,1,0
16205,Less than HS,≤34,M,White,Drug Trafficking,I,59,0,1,0
16206,High School,≤34,M,Hispanic,Drug Trafficking,I,55,0,0,0
16207,Undergraduate Degree,35-44,M,Hispanic,Sexual Abuse,I,32,0,1,0
16208,Undergraduate Degree,45-54,F,Hispanic,Drug Trafficking,I,42,0,0,0
16209,Less than HS,≤34,F,Hispanic,Drug Trafficking,I,64,0,1,0
16210,High School,45-54,M,Black,Fraud,II,70,0,0,0
16211,High School,35-44,M,Hispanic,Drug Trafficking,II,59,0,1,0
16212,Some College,≤34,F,Black,Child Pornography,III,41,0,0,0
16213,Less than HS,45-54,M,Black,Robbery,VI,68,0,0,0
16214,High School,≤34,M,Hispanic,Firearms,IV,80,1,1,0
16215,Less than HS,35-44,M,Hispanic,Robbery,VI,37,0,1,0
16216,High School,35-44,M,Other,Immigration,II,89,0,0,0
16217,Less than HS,≤34,M,Black,Firearms,V,24,0,0,0
16218,Less than HS,≤34,M,Black,Drug Trafficking,III,64,0,0,0
16219,High School,55+,M,Other,Fraud,IV,66,1,1,0
16220,Some College,45-54,F,Other,Fraud,I,45,0,0,0
16221,High School,45-54,M,Black,Fraud,IV,56,0,0,0
16222,Less than HS,≤34,M,White,Fraud,VI,74,0,1,0
16223,Less than HS,≤34,M,Black,Firearms,I,28,0,1,0
16224,High School,35-44,M,White,Firearms,III,46,0,1,0
16225,Less than HS,≤34,M,Black,Robbery,III,41,0,1,0
16226,Some College,35-44,M,Other,Immigration,I,32,0,0,0
16227,High School,35-44,M,White,Firearms,IV,83,0,1,0
16228,High School,35-44,M,White,Drug Trafficking,I,85,0,0,0
16229,Less than HS,≤34,M,Black,Immigration,I,35,1,1,0
16230,High School,35-44,M,Other,Drug Trafficking,I,78,0,1,0
16231,Undergraduate Degree,≤34,M,White,Tax,I,35,0,1,0
16232,Some College,35-44,M,White,Fraud,II,47,0,0,0
16233,High School,45-54,M,Black,Firearms,III,92,0,1,0
16234,Less than HS,35-44,M,Other,Drug Trafficking,VI,46,0,1,0
16235,Less than HS,35-44,M,Hispanic,Robbery,III,90,0,1,0
16236,High School,45-54,F,Other,Drug Trafficking,I,53,0,0,0
16237,High School,55+,F,Black,Drug Trafficking,VI,56,0,1,0
16238,Less than HS,≤34,M,Black,Firearms,I,52,0,1,0
16239,Less than HS,≤34,M,Black,Robbery,I,39,0,1,0
16240,High School,55+,F,White,Immigration,V,60,0,1,0
16241,Some College,35-44,M,Other,Drug Trafficking,III,47,0,1,0
16242,High School,55+,M,Black,Drug Trafficking,VI,67,0,1,0
16243,Undergraduate Degree,35-44,F,Other,Drug Trafficking,I,62,0,0,0
16244,Less than HS,35-44,M,White,Firearms,I,62,0,0,0
16245,High School,35-44,M,Black,Firearms,IV,45,0,1,0
16246,High School,55+,M,Hispanic,Drug Trafficking,I,63,0,0,0
16247,High School,35-44,F,Other,Drug Trafficking,II,78,0,0,0
16248,High School,45-54,M,Black,Drug Trafficking,I,71,1,1,0
16249,Some College,≤34,M,Other,Fraud,III,61,0,0,0
16250,High School,35-44,M,White,Immigration,I,68,0,1,0
16251,High School,45-54,M,White,Firearms,III,71,0,0,0
16252,High School,45-54,M,Hispanic,Firearms,II,51,0,0,0
16253,High School,55+,M,Black,Immigration,I,72,1,1,0
16254,Undergraduate Degree,35-44,M,Black,Sexual Abuse,I,39,0,0,0
16255,High School,45-54,M,Black,Immigration,II,47,0,1,0
16256,High School,≤34,M,Other,Immigration,V,74,0,0,0
16257,Some College,45-54,F,Hispanic,Child Pornography,I,67,0,1,0
16258,High School,35-44,M,White,Fraud,IV,87,0,1,0
16259,High School,55+,M,Black,Immigration,III,64,0,1,0
16260,Graduate Degree,55+,M,Other,Fraud,I,45,1,0,0
16261,High School,35-44,M,White,Drug Trafficking,I,73,0,0,0
16262,Less than HS,≤34,M,Hispanic,Robbery,II,74,0,1,0
16263,Less than HS,45-54,M,Hispanic,Fraud,III,74,0,1,0
16264,High School,55+,F,White,Immigration,II,75,0,0,0
16265,Graduate Degree,45-54,F,White,Fraud,I,23,0,1,0
16266,Some College,≤34,M,White,Firearms,V,54,0,1,0
16267,High School,35-44,M,Other,Fraud,VI,73,0,1,0
16268,Less than HS,45-54,M,Hispanic,Drug Trafficking,III,55,0,1,0
16269,High School,≤34,F,White,Fraud,I,66,0,1,0
16270,High School,35-44,M,White,Drug Trafficking,I,83,0,1,1
16271,High School,≤34,M,Hispanic,Drug Trafficking,I,57,0,1,0
16272,High School,55+,M,White,Firearms,I,64,0,1,0
16273,Less than HS,≤34,M,Hispanic,Robbery,IV,87,0,1,0
16274,High School,45-54,M,Other,Drug Trafficking,VI,80,0,1,0
16275,High School,55+,F,Black,Fraud,III,46,0,1,0
16276,Undergraduate Degree,35-44,M,Hispanic,Drug Trafficking,I,18,0,1,0
16277,High School,55+,M,Black,Firearms,IV,52,0,1,0
16278,High School,45-54,M,White,Firearms,V,63,0,0,0
16279,Some College,55+,M,White,Immigration,II,35,0,1,0
16280,Less than HS,35-44,M,Black,Immigration,II,45,0,1,0
16281,Some College,55+,M,Other,Fraud,II,61,0,0,0
16282,Less than HS,≤34,F,Black,Drug Trafficking,III,61,0,1,0
16283,High School,55+,M,Black,Immigration,II,52,1,0,0
16284,Undergraduate Degree,≤34,M,White,Fraud,I,38,0,0,0
16285,Some College,55+,F,Black,Immigration,I,55,0,1,0
16286,Some College,35-44,M,Black,Fraud,III,28,1,0,0
16287,Some College,35-44,M,Hispanic,Drug Trafficking,I,38,0,0,0
16288,Less than HS,≤34,M,Other,Fraud,V,45,0,1,0
16289,Some College,55+,M,Black,Firearms,I,82,1,1,0
16290,High School,55+,M,Hispanic,Immigration,V,38,0,0,0
16291,High School,≤34,M,Black,Firearms,I,61,0,1,0
16292,High School,55+,M,Hispanic,Drug Trafficking,I,89,1,1,0
16293,High School,45-54,M,Hispanic,Fraud,V,65,0,0,0
16294,Less than HS,≤34,M,White,Robbery,II,63,0,0,0
16295,Some College,35-44,M,Black,Fraud,I,40,0,1,0
16296,Some College,45-54,M,Black,Immigration,I,32,0,0,0
16297,Undergraduate Degree,≤34,M,Hispanic,Fraud,I,38,0,0,0
16298,High School,45-54,F,Other,Firearms,I,73,0,1,0
16299,Some College,≤34,M,Black,Firearms,V,32,0,0,0
16300,High School,35-44,M,Other,Fraud,VI,74,0,0,0
16301,Less than HS,≤34,M,Hispanic,Fraud,IV,62,0,1,0
16302,Less than HS,35-44,M,Hispanic,Fraud,V,31,0,1,0
16303,Undergraduate Degree,35-44,M,Other,Fraud,I,51,0,1,0
16304,Less than HS,35-44,M,White,Fraud,I,54,0,0,0
16305,Graduate Degree,55+,M,White,Money Laundering,I,59,0,1,1
16306,High School,55+,M,White,Immigration,I,64,0,1,0
16307,Less than HS,35-44,M,Hispanic,Drug Trafficking,II,58,0,0,0
16308,Undergraduate Degree,45-54,M,Other,Money Laundering,VI,35,0,1,0
16309,Some College,45-54,M,Other,Fraud,I,47,0,0,0
16310,High School,35-44,M,Hispanic,Immigration,V,79,1,0,0
16311,Less than HS,≤34,F,Hispanic,Fraud,I,62,0,1,0
16312,High School,≤34,M,Black,Immigration,I,73,0,0,0
16313,High School,45-54,M,White,Fraud,V,54,0,1,0
16314,Some College,≤34,M,Hispanic,Immigration,I,63,0,1,0
16315,Less than HS,≤34,M,Hispanic,Robbery,I,60,0,1,0
16316,Less than HS,≤34,M,Hispanic,Immigration,VI,37,0,1,0
16317,High School,≤34,M,Other,Firearms,V,47,0,0,0
16318,Some College,45-54,M,Hispanic,Child Pornography,I,45,0,0,0
16319,Undergraduate Degree,45-54,M,White,Drug Trafficking,I,11,0,1,0
16320,Graduate Degree,55+,M,Hispanic,Drug Trafficking,I,34,0,0,0
16321,Less than HS,35-44,M,White,Fraud,II,56,0,1,0
16322,Less than HS,≤34,M,Other,Immigration,I,54,0,0,0
16323,Less than HS,35-44,F,Black,Fraud,I,59,0,0,0
16324,High School,45-54,M,Hispanic,Immigration,I,78,0,0,0
16325,Less than HS,35-44,M,White,Fraud,VI,60,0,1,0
16326,Undergraduate Degree,35-44,M,Other,Sexual Abuse,I,35,0,1,0
16327,Less than HS,≤34,F,White,Robbery,V,53,0,0,0
16328,Less than HS,45-54,M,Black,Immigration,III,41,0,1,0
16329,Less than HS,≤34,M,Black,Immigration,II,48,0,0,0
16330,Some College,45-54,M,Black,Drug Trafficking,VI,56,0,0,0
16331,High School,45-54,M,White,Drug Trafficking,V,66,0,0,0
16332,Some College,55+,M,Hispanic,Fraud,I,48,0,1,0
16333,Undergraduate Degree,55+,M,Hispanic,Sexual Abuse,I,33,0,1,0
16334,Less than HS,≤34,M,White,Firearms,VI,54,0,1,0
16335,Less than HS,≤34,M,Hispanic,Fraud,IV,74,0,1,0
16336,High School,55+,M,Other,Firearms,I,66,0,1,0
16337,Undergraduate Degree,35-44,M,Hispanic,Money Laundering,I,14,0,0,0
16338,High School,35-44,M,Hispanic,Drug Trafficking,II,65,0,1,0
16339,High School,35-44,M,Black,Drug Trafficking,I,33,0,1,0
16340,High School,≤34,M,Black,Drug Trafficking,I,42,0,0,0
16341,High School,45-54,F,Black,Drug Trafficking,I,78,0,1,0
16342,High School,45-54,M,White,Fraud,III,75,0,1,0
16343,Less than HS,35-44,F,Black,Immigration,VI,53,0,0,0
16344,Less than HS,≤34,M,Hispanic,Immigration,VI,74,0,1,0
16345,Less than HS,≤34,M,White,Firearms,I,60,1,0,0
16346,High School,≤34,M,Other,Firearms,II,72,0,0,0
16347,High School,45-54,M,Hispanic,Drug Trafficking,VI,39,0,1,0
16348,Less than HS,≤34,M,Hispanic,Robbery,II,42,0,0,0
16349,High School,45-54,M,Hispanic,Fraud,I,60,0,0,0
16350,Some College,55+,M,Black,Firearms,I,65,0,0,0
16351,Some College,≤34,M,White,Child Pornography,III,64,0,1,0
16352,Less than HS,≤34,M,White,Firearms,I,47,0,1,0
16353,Undergraduate Degree,35-44,M,Other,Money Laundering,I,42,0,0,0
16354,High School,45-54,F,Black,Firearms,III,69,0,0,0
16355,High School,≤34,F,White,Firearms,I,66,0,0,0
16356,Some College,55+,M,Hispanic,Immigration,V,64,0,0,0
16357,Less than HS,≤34,M,Black,Robbery,III,57,0,0,0
16358,Some College,35-44,M,Hispanic,Immigration,I,25,0,0,0
16359,High School,55+,M,Hispanic,Fraud,I,64,0,0,0
16360,High School,35-44,M,Other,Fraud,II,69,0,1,0
16361,Some College,35-44,F,White,Immigration,III,60,0,1,0
16362,Some College,≤34,M,White,Child Pornography,IV,52,0,1,0
16363,Undergraduate Degree,55+,M,Black,Tax,I,48,0,1,0
16364,Undergraduate Degree,55+,M,White,Child Pornography,I,52,0,1,0
16365,Some College,35-44,M,White,Fraud,II,50,0,0,0
16366,Less than HS,35-44,M,White,Fraud,I,74,0,0,0
16367,High School,≤34,M,White,Immigration,II,48,0,0,0
16368,Less than HS,≤34,M,Hispanic,Drug Trafficking,III,76,0,1,0
16369,High School,45-54,M,Other,Drug Trafficking,III,61,0,1,0
16370,Some College,35-44,M,Black,Fraud,V,72,1,1,0
16371,High School,55+,M,Other,Drug Trafficking,I,69,0,1,0
16372,High School,55+,M,Other,Fraud,VI,62,0,1,0
16373,Some College,55+,M,Other,Child Pornography,I,61,0,1,1
16374,Undergraduate Degree,45-54,M,Hispanic,Child Pornography,I,45,0,1,0
16375,Less than HS,≤34,M,Hispanic,Robbery,I,50,0,0,0
16376,Less than HS,45-54,M,Black,Firearms,VI,54,0,0,0
16377,High School,35-44,M,Hispanic,Immigration,VI,65,0,1,0
16378,High School,45-54,M,Other,Immigration,I,49,0,1,0
16379,High School,55+,F,Hispanic,Immigration,I,76,0,0,0
16380,High School,35-44,M,Other,Firearms,II,70,0,0,0
16381,High School,45-54,M,Black,Drug Trafficking,VI,94,0,0,0
16382,Some College,55+,M,Black,Immigration,VI,67,0,1,0
16383,Less than HS,35-44,M,Other,Immigration,VI,43,0,1,0
16384,Undergraduate Degree,35-44,M,Hispanic,Sexual Abuse,VI,20,0,1,0
16385,Some College,≤34,M,White,Immigration,I,23,0,1,0
16386,Undergraduate Degree,≤34,F,White,Sexual Abuse,IV,67,0,1,0
16387,Less than HS,45-54,M,White,Fraud,III,31,0,0,0
16388,Undergraduate Degree,35-44,M,Black,Tax,I,43,0,0,0
16389,Less than HS,45-54,M,Black,Drug Trafficking,V,67,0,0,0
16390,Less than HS,35-44,M,Hispanic,Firearms,I,65,0,1,0
16391,Undergraduate Degree,55+,M,Black,Fraud,I,39,0,0,0
16392,High School,≤34,M,Hispanic,Immigration,I,59,0,1,0
16393,Some College,35-44,M,White,Fraud,II,40,0,0,0
16394,High School,≤34,M,Other,Fraud,I,50,0,1,0
16395,High School,45-54,M,Other,Immigration,IV,84,0,1,0
16396,Some College,45-54,M,White,Fraud,IV,54,0,0,0
16397,Some College,45-54,M,Hispanic,Firearms,IV,33,0,1,0
16398,High School,35-44,F,Other,Drug Trafficking,III,67,0,0,0
16399,Undergraduate Degree,55+,M,Other,Money Laundering,I,35,0,1,0
16400,High School,55+,M,Other,Immigration,I,55,0,1,0
16401,High School,55+,M,Other,Drug Trafficking,I,61,0,1,0
16402,Less than HS,35-44,M,Black,Drug Trafficking,III,47,0,1,0
16403,Undergraduate Degree,45-54,F,Black,Sexual Abuse,I,23,0,0,0
